find_number,material_category,material,start_date,end_date,level_1_of_the_functional_classification,level_2_of_the_functional_classification,ceramics_rim_eve_estimated_vessel_equivalent,ceramics_base_eve_estimated_vessel_equivalent,ceramics_reconstructed_object_diameter_in_mm,ceramics_reconstructed_object_height_in_mm,ceramics_surface_treatment,ceramics_decoration_technique,ceramics_image_type,ceramics_mark
NZR2.00462CER339,CER,redware,1650,1725,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,50,35,280,50,lead-glaze,NULL,NULL,NULL
NZR2.00462CER402,CER,redware,1550,1625,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,40,100,140,120,inside lead-glaze,NULL,NULL,NULL
NZR2.00464CER008,CER,faience: Holland,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",60,60,230,35,tin-glaze,overall white,NULL,NULL
NZR2.00465CER009,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,35,240,20,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00465CER011,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,240,15,lead-glaze,overall white,NULL,NULL
NZR2.00465CER013,CER,maiolica,1660,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,350,60,tin-glaze inside and lead-glaze outside,blue-white,floral motif,NULL
NZR2.00465CER023,CER,redware,1400,1500,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,20,280,50,inside lead-glaze,NULL,NULL,NULL
NZR2.00466CER001,CER,redware,1625,1675,Food Processing & Consumption,Consumption: drinking,90,100,135,185,lead-glaze,NULL,NULL,NULL
NZR2.00472CER007,CER,redware,1650,1725,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,20,380,75,lead-glaze,NULL,NULL,NULL
NZR2.00479CER007,CER,faience: Holland,1650,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,50,190,30,tin-glaze,overall white,NULL,NULL
NZR2.00481CER032,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,260,35,lead-glaze,overall white,NULL,NULL
NZR2.00481CER035,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00481CER064,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,400,70,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00481CER083,CER,redware: unglazed,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,120,27,NULL,NULL,NULL,NULL
NZR2.00481CER085,CER,redware,1800,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,480,75,inside lead-glaze,NULL,NULL,NULL
NZR2.00482CER011,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,5,220,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00482CER017,CER,industrial ware: white,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,250,65,lead-glaze,overall white,NULL,NULL
NZR2.00482CER027,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00482CER062,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,10,10,320,100,inside lead-glaze,NULL,NULL,NULL
NZR2.00483CER017,CER,faience: Holland,1740,1790,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,80,225,40,tin-glaze,blue-white,chinese decor,NULL
NZR2.00483CER021,CER,whiteware,1650,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,40,100,130,115,lead-glaze with manganese oxide spots,NULL,NULL,NULL
NZR2.00483CER024,CER,redware,1600,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,50,35,420,55,lead-glaze,NULL,NULL,NULL
NZR2.00486CER019,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,100,260,60,lead-glaze,NULL,NULL,NULL
NZR2.00486CER021,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,500,85,inside lead-glaze,NULL,NULL,NULL
NZR2.00489CER068,CER,maiolica,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,100,330,50,tin-glaze inside and lead-glaze outside,blue-white,still lifes/objects,NULL
NZR2.00489CER103,CER,redware: western Germany,1625,1675,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,220,50,lead-glaze and inside slip,sgraffito,NULL,NULL
NZR2.00490CER039,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,15,50,100,15,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00490CER043,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,15,240,45,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00490CER049,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,20,40,130,30,feldspar glaze,overall white,NULL,NULL
NZR2.00490CER056,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,190,40,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00490CER080,CER,industrial ware: white,1825,1850,Food Processing & Consumption,Consumption: drinking,30,80,120,25,lead-glaze,"transfer printing, blue",genre scene,NULL
NZR2.00490CER081,CER,industrial ware: white,1825,1850,Food Processing & Consumption,Consumption: drinking,20,20,130,25,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00490CER083,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,140,30,lead-glaze,"transfer printing, purple",landscape,NULL
NZR2.00490CER084,CER,industrial ware: white,1850,1900,Food Processing & Consumption,Consumption: drinking,25,5,130,25,lead-glaze,overall white,NULL,NULL
NZR2.00490CER086,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,15,160,45,lead-glaze,overall white,NULL,NULL
NZR2.00490CER102,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,260,20,lead-glaze,overall white,NULL,NULL
NZR2.00490CER103,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00490CER104,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00490CER106,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,40,250,18,lead-glaze,overall white,NULL,NULL
NZR2.00490CER107,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,30,190,18,lead-glaze,overall white,NULL,NULL
NZR2.00490CER108,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,160,15,lead-glaze,overall white,NULL,NULL
NZR2.00490CER115,CER,industrial ware: white,1775,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,250,35,lead-glaze,overall white,NULL,NULL
NZR2.00490CER164,CER,whiteware: Germany,1600,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,240,25,inside lead-glaze,slipware,NULL,NULL
NZR2.00490CER167,CER,"redware, slip: Lower Rhine region",1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,320,38,inside lead-glaze,slipware,NULL,NULL
NZR2.00490CER224,CER,redware,1775,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,400,75,inside lead-glaze,NULL,NULL,NULL
NZR2.00491CER013,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00491CER021,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,100,155,40,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00492CER007,CER,industrial ware: stoneware,1725,1800,Food Processing & Consumption,Consumption: drinking,50,60,110,55,iron oxide slip and salt-glaze,NULL,NULL,NULL
NZR2.00492CER014,CER,industrial ware: white,1800,1875,Food Processing & Consumption,Consumption: drinking,100,NULL,115,55,lead-glaze,overall white,NULL,NULL
NZR2.00492CER059,CER,porcelain: China,1750,1800,Food Processing & Consumption,Consumption: drinking,45,45,110,25,"feldspar glaze, painted with enamel overglaze","enamelled, India ink",floral motif,NULL
NZR2.00492CER061,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,40,35,70,35,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,floral motif,NULL
NZR2.00492CER065,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,45,70,70,40,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00492CER079,CER,porcelain: China,1725,1800,Food Processing & Consumption,Consumption: drinking,20,35,110,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00492CER080,CER,porcelain: China,1700,1750,Food Processing & Consumption,Consumption: drinking,15,15,120,30,"feldspar, painted with blue underglaze",blue-white,chinese decor,NULL
NZR2.00492CER087,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",70,130,140,25,feldspar glaze,overall white,NULL,NULL
NZR2.00492CER088,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,60,75,135,30,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00492CER089,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,230,35,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00492CER091,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,Consumption: drinking,10,10,110,30,"feldspar glaze, painted with enamel overglaze",transfer printing,floral motif,NULL
NZR2.00492CER099,CER,porcelain: Europe,1875,1936,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,240,25,feldspar glaze,overall white,NULL,NULL
NZR2.00492CER104,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,20,45,100,50,lead-glaze,"transfer printing, purple",human figure,NULL
NZR2.00492CER106,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,5,50,80,50,lead-glaze,"transfer printing, black",chinese decor,NULL
NZR2.00492CER114,CER,industrial ware: white,1775,1800,Food Processing & Consumption,Consumption: drinking,25,65,55,25,lead-glaze,"transfer printing, blue",chinese decor,NULL
NZR2.00492CER132,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,25,0,100,40,lead-glaze,overall white,NULL,NULL
NZR2.00492CER152,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,30,140,25,lead-glaze,"transfer printing, blue",genre scene,NULL
NZR2.00492CER155,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,30,140,25,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00492CER161,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,5,30,120,25,lead-glaze with blue underglaze,blue-white,chinese decor,NULL
NZR2.00492CER162,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,20,20,110,20,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00492CER163,CER,industrial ware: white,1830,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,140,30,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00492CER165,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,Consumption: drinking,35,25,135,25,feldspar glaze,overall white,NULL,NULL
NZR2.00492CER166,CER,industrial ware: white,1840,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,35,140,30,lead-glaze,overall white,NULL,NULL
NZR2.00492CER167,CER,industrial ware: white,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,95,140,25,lead-glaze,overall white,NULL,NULL
NZR2.00492CER176,CER,industrial ware: white,1775,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,20,320,85,lead-glaze,overall white,NULL,NULL
NZR2.00492CER177,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,320,65,lead-glaze,overall white,NULL,NULL
NZR2.00492CER187,CER,industrial ware: white,1850,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER200,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,260,20,lead-glaze,enamelled,NULL,NULL
NZR2.00492CER201,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,260,25,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00492CER203,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,190,15,lead-glaze,overall white,NULL,NULL
NZR2.00492CER204,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,15,190,15,lead-glaze,overall white,NULL,NULL
NZR2.00492CER205,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER206,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,10,200,18,lead-glaze,overall white,NULL,NULL
NZR2.00492CER208,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,10,210,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER209,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,250,30,lead-glaze,overall white,NULL,NULL
NZR2.00492CER210,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,250,27,lead-glaze,overall white,NULL,NULL
NZR2.00492CER212,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER215,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,25,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER217,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,80,250,17,lead-glaze,overall white,NULL,NULL
NZR2.00492CER218,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER220,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00492CER221,CER,industrial ware: white,1775,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,35,260,35,lead-glaze,overall white,NULL,NULL
NZR2.00492CER222,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",55,45,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00492CER223,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",65,35,210,18,lead-glaze,overall white,NULL,NULL
NZR2.00492CER224,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,210,15,lead-glaze,overall white,NULL,Wedgwood
NZR2.00492CER229,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00492CER248,CER,industrial ware: black,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,100,180,70,lead-glaze,overall black,NULL,NULL
NZR2.00492CER270,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,10,0,200,50,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00492CER271,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,20,0,160,50,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00492CER272,CER,whiteware,1750,1850,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,45,0,120,40,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00492CER303,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,100,145,85,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
