find_number,material_category,material,start_date,end_date,level_1_of_the_functional_classification,level_2_of_the_functional_classification,ceramics_rim_eve_estimated_vessel_equivalent,ceramics_base_eve_estimated_vessel_equivalent,ceramics_reconstructed_object_diameter_in_mm,ceramics_reconstructed_object_height_in_mm,ceramics_surface_treatment,ceramics_decoration_technique,ceramics_image_type,ceramics_mark
NZR2.00298CER008,CER,porcelain: China,1725,1775,Food Processing & Consumption,Consumption: drinking,25,25,100,30,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,floral motif,NULL
NZR2.00298CER015,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,140,30,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00298CER020,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,25,60,90,55,lead-glaze,overall white,NULL,NULL
NZR2.00298CER037,CER,industrial ware: white,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00298CER038,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00298CER040,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,240,25,lead-glaze with blue underglaze,blue-white,geometric patterns,NULL
NZR2.00298CER042,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",60,75,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00299CER026,CER,redware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,95,35,lead-glaze,NULL,NULL,NULL
NZR2.00299CER035,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,Consumption: drinking,40,95,75,65,feldspar glaze,overall white,NULL,NULL
NZR2.00299CER037,CER,porcelain: Europe,1800,1875,Food Processing & Consumption,Consumption: drinking,10,25,125,30,feldspar glaze,overall white,NULL,NULL
NZR2.00299CER038,CER,porcelain: Europe,1775,1825,Food Processing & Consumption,Consumption: drinking,40,40,135,25,"feldspar glaze, painted with enamel overglaze","enamelled, gilded",floral motif,NULL
NZR2.00299CER039,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,150,25,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00299CER040,CER,porcelain: Europe,1850,1925,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,40,135,25,feldspar glaze,overall white,NULL,NULL
NZR2.00299CER041,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,15,20,130,25,"feldspar glaze, painted with enamel overglaze","enamelled, gilded",floral motif,NULL
NZR2.00299CER042,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,20,150,20,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00299CER043,CER,porcelain: Europe,1800,1850,Food Processing & Consumption,Consumption: drinking,15,40,130,25,"feldspar glaze, painted with enamel overglaze","enamelled, gilded",landscape,NULL
NZR2.00299CER046,CER,porcelain: Europe,1775,1850,Food Processing & Consumption,Consumption: drinking,10,5,135,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00299CER053,CER,industrial ware: white,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,140,25,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00299CER054,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,30,140,27,lead-glaze,"transfer printing, blue",landscape,Wedgwood
NZR2.00299CER055,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,140,30,feldspar glaze,transfer printing,NULL,NULL
NZR2.00299CER065,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,10,5,130,30,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00299CER069,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,70,35,100,60,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00299CER075,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,60,160,100,60,lead-glaze,overall white,NULL,NULL
NZR2.00299CER078,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",90,125,140,30,lead-glaze,overall white,NULL,NULL
NZR2.00299CER079,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,25,170,45,lead-glaze,overall white,NULL,NULL
NZR2.00299CER081,CER,industrial ware: white,1804,1828,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,40,340,75,lead-glaze,overall white,NULL,Sewell
NZR2.00299CER082,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,240,70,lead-glaze,overall white,NULL,NULL
NZR2.00299CER095,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,60,150,25,lead-glaze,overall white,NULL,NULL
NZR2.00299CER105,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,240,23,lead-glaze,enamelled,NULL,NULL
NZR2.00299CER106,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,30,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00299CER107,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,10,160,15,lead-glaze,overall white,NULL,NULL
NZR2.00299CER110,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,10,230,15,lead-glaze,overall white,NULL,NULL
NZR2.00299CER115,CER,industrial ware: white,1760,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,10,210,15,lead-glaze,overall white,NULL,NULL
NZR2.00299CER116,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,260,27,lead-glaze,overall white,NULL,NULL
NZR2.00299CER120,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,190,15,lead-glaze,overall white,NULL,NULL
NZR2.00299CER121,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,190,20,lead-glaze,overall white,NULL,NULL
NZR2.00299CER128,CER,industrial ware: white,1820,1826,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,15,195,20,lead-glaze,overall white,NULL,"Dixon, Austin & Co"
NZR2.00299CER207,CER,redware,1800,1875,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,25,NULL,180,55,lead-glaze,NULL,NULL,NULL
NZR2.00299CER212,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,5,360,70,lead-glaze,NULL,NULL,NULL
NZR2.00299CER213,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,20,420,88,lead-glaze,NULL,NULL,NULL
NZR2.00299CER216,CER,redware,1550,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,260,40,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00299CER221,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,380,72,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00299CER228,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,25,190,52,lead-glaze,NULL,NULL,NULL
NZR2.00301CER017,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,15,20,130,28,lead-glaze,overall white,NULL,NULL
NZR2.00304CER004,CER,porcelain: Europe,1775,1850,Food Processing & Consumption,Consumption: drinking,25,15,80,50,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00305CER036,CER,porcelain: China,1725,1800,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,40,0,70,30,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00305CER038,CER,porcelain: KhangXi,1726,1726,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,30,500,60,"feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, Amsterdam polychrome",human figure,NULL
NZR2.00305CER040,CER,porcelain: China,1700,1750,Food Processing & Consumption,Consumption: drinking,40,40,60,45,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,floral motif,NULL
NZR2.00305CER041,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,15,15,110,20,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,floral motif,NULL
NZR2.00305CER043,CER,porcelain: China,1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,220,40,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,mixture,NULL
NZR2.00305CER044,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,10,20,60,35,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00305CER046,CER,porcelain: KhangXi,1675,1710,Food Processing & Consumption,Consumption: drinking,15,35,70,50,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00305CER056,CER,porcelain: China,1725,1800,Food Processing & Consumption,Consumption: drinking,15,100,80,45,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00305CER062,CER,porcelain: China,1725,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,75,240,25,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00305CER072,CER,porcelain: Europe,1775,1825,Food Processing & Consumption,Consumption: drinking,15,15,135,30,"feldspar glaze, painted with enamel overglaze","enamelled, gilded",floral motif,NULL
NZR2.00305CER073,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,130,20,feldspar glaze,overall white,NULL,NULL
NZR2.00305CER074,CER,porcelain: Europe,1800,1850,Food Processing & Consumption,Consumption: drinking,30,30,135,25,"feldspar glaze, painted with enamel overglaze","enamelled, gilded",floral motif,NULL
NZR2.00305CER075,CER,porcelain: Europe,1800,1875,Food Processing & Consumption,Consumption: drinking,105,100,130,30,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00305CER082,CER,porcelain: Europe,1775,1850,Food Processing & Consumption,Consumption: drinking,40,40,130,30,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00305CER083,CER,porcelain: China,1725,1800,Food Processing & Consumption,Consumption: drinking,10,15,120,20,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00305CER089,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,50,140,30,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00305CER092,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,55,100,80,55,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00305CER095,CER,industrial ware: white,1825,1850,Food Processing & Consumption,Consumption: drinking,10,40,100,60,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00305CER097,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,260,50,lead-glaze,"transfer printing, blue",chinese decor,NULL
NZR2.00305CER101,CER,porcelain: Europe,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,40,150,25,"feldspar glaze, painted with enamel overglaze","enamelled, polychrome",floral motif,NULL
NZR2.00305CER102,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,150,30,feldspar glaze,overall white,NULL,NULL
NZR2.00305CER107,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,5,5,130,25,lead-glaze with blue underglaze,"enamelled, polychrome",floral motif,NULL
NZR2.00305CER108,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,20,75,130,25,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00305CER109,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,150,30,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00305CER113,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,25,100,90,55,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00305CER116,CER,industrial ware: white,1825,1850,Food Processing & Consumption,Consumption: drinking,25,60,90,50,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00305CER117,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,20,65,100,60,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00305CER128,CER,industrial ware: white,1760,1825,Food Processing & Consumption,Consumption: drinking,55,80,90,55,lead-glaze,overall white,NULL,NULL
NZR2.00305CER131,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,30,185,100,60,lead-glaze,overall white,NULL,NULL
NZR2.00305CER136,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,20,5,90,55,lead-glaze,overall white,NULL,NULL
NZR2.00305CER137,CER,industrial ware: white,1855,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,75,150,27,lead-glaze,overall white,NULL,P. Regout 7
NZR2.00305CER138,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",150,145,140,30,lead-glaze,overall white,NULL,NULL
NZR2.00305CER139,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,65,10,130,30,lead-glaze,overall white,NULL,NULL
NZR2.00305CER140,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,130,40,lead-glaze,overall white,NULL,NULL
NZR2.00305CER141,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,10,170,45,lead-glaze,overall white,NULL,NULL
NZR2.00305CER167,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",55,25,320,135,lead-glaze,overall white,NULL,NULL
NZR2.00305CER189,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,220,15,lead-glaze,overall white,NULL,NULL
NZR2.00305CER190,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,40,260,30,lead-glaze,overall white,NULL,NULL
NZR2.00305CER193,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",95,100,250,35,lead-glaze,overall white,NULL,NULL
NZR2.00305CER195,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,40,180,18,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00305CER196,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,40,255,40,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00305CER197,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,10,240,35,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00305CER198,CER,industrial ware: white,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,15,220,25,lead-glaze,enamelled,NULL,NULL
NZR2.00305CER202,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",120,160,260,35,lead-glaze,overall white,NULL,NULL
NZR2.00305CER207,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,60,260,40,lead-glaze,overall white,NULL,NULL
NZR2.00305CER208,CER,industrial ware: white,1760,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",125,20,260,30,lead-glaze,overall white,NULL,NULL
NZR2.00305CER211,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00305CER213,CER,industrial ware: white,1760,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",200,115,210,20,lead-glaze,overall white,NULL,NULL
NZR2.00305CER214,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",65,10,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00305CER215,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,15,180,20,lead-glaze,overall white,NULL,NULL
NZR2.00305CER216,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,230,20,lead-glaze,overall white,NULL,NULL
NZR2.00305CER217,CER,industrial ware: white,1760,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",150,50,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00305CER218,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,30,200,20,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00305CER220,CER,faience: Holland,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,55,115,30,tin-glaze,polychrome,floral motif,NULL
NZR2.00305CER227,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,40,240,28,lead-glaze,overall white,NULL,NULL
NZR2.00305CER234,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,140,75,lead-glaze,"enamelled, polychrome",geometric patterns,NULL
NZR2.00305CER240,CER,industrial ware: white,1850,1875,Food Processing & Consumption,Consumption: drinking,20,35,130,27,lead-glaze,"transfer printing, red",genre scene,NULL
NZR2.00305CER264,CER,whiteware: Frankfurt tradition,1800,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,80,40,240,160,lead-glaze,NULL,NULL,NULL
NZR2.00305CER267,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,50,0,105,35,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00305CER268,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,50,0,125,35,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00305CER269,CER,whiteware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,40,0,125,47,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00305CER271,CER,whiteware,1800,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,35,145,35,lead-glaze with copper oxide,NULL,NULL,NULL
NZR2.00305CER306,CER,redware: western Germany,1750,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,370,80,inside lead-glaze,slipware,NULL,NULL
NZR2.00305CER309,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,50,120,73,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
NZR2.00305CER337,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,100,200,47,lead-glaze,NULL,NULL,NULL
NZR2.00305CER338,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,100,260,70,lead-glaze,NULL,NULL,NULL
NZR2.00305CER339,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,100,235,60,lead-glaze,NULL,NULL,NULL
NZR2.00305CER340,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,100,190,40,lead-glaze,NULL,NULL,NULL
NZR2.00305CER341,CER,redware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,10,NULL,200,60,lead-glaze,NULL,NULL,NULL
NZR2.00305CER342,CER,redware,1675,1800,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,15,NULL,105,37,lead-glaze,NULL,NULL,NULL
NZR2.00305CER348,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,210,40,lead-glaze,NULL,NULL,NULL
NZR2.00305CER354,CER,redware,1700,1800,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,320,70,lead-glaze,NULL,NULL,NULL
NZR2.00305CER361,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,25,420,80,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00305CER362,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,30,180,27,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00305CER363,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,5,500,93,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00305CER364,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,15,560,55,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00305CER387,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,270,73,lead-glaze,NULL,NULL,NULL
NZR2.00305CER441,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,30,15,200,90,inside lead-glaze,NULL,NULL,NULL
NZR2.00305CER446,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,25,240,110,lead-glaze,NULL,NULL,NULL
NZR2.00306CER018,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,210,40,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,landscape,NULL
NZR2.00306CER021,CER,porcelain: capucin,1725,1775,Food Processing & Consumption,Consumption: drinking,20,20,100,20,"feldspar glaze, painted, blue underglaze, enamel overglaze",capuchin ware,floral motif,NULL
NZR2.00306CER022,CER,porcelain: capucin,1725,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,20,85,65,"feldspar glaze, painted with enamel overglaze",capuchin ware,floral motif,NULL
NZR2.00306CER023,CER,porcelain: China,1725,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,240,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00306CER036,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,140,30,lead-glaze,overall white,NULL,NULL
NZR2.00306CER038,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,30,180,30,lead-glaze,overall white,NULL,NULL
NZR2.00306CER070,CER,redware,1750,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,40,195,47,lead-glaze,NULL,NULL,NULL
NZR2.00306CER073,CER,redware,1800,1875,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,15,NULL,155,50,lead-glaze,NULL,NULL,NULL
NZR2.00310CER001,CER,industrial ware: white,1775,1800,Food Processing & Consumption,Consumption: drinking,100,NULL,45,27,lead-glaze with blue underglaze,blue-white,floral motif,NULL
NZR2.00310CER017,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,15,25,70,45,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00310CER020,CER,porcelain: Europe,1850,1900,Food Processing & Consumption,Consumption: drinking,15,25,90,60,"feldspar glaze, painted, blue underglaze, enamel overglaze",gilded,NULL,NULL
NZR2.00310CER021,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,Consumption: drinking,65,100,75,65,feldspar glaze,overall white,NULL,NULL
NZR2.00310CER022,CER,porcelain: Europe,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,30,140,30,"feldspar glaze, painted with enamel overglaze",enamelled,floral motif,NULL
NZR2.00310CER023,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,140,25,"feldspar glaze, painted with enamel overglaze",gilded,NULL,NULL
NZR2.00310CER033,CER,industrial ware: white,1760,1825,Food Processing & Consumption,Consumption: drinking,40,240,70,47,lead-glaze,overall white,NULL,NULL
NZR2.00310CER035,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,250,55,lead-glaze,overall white,NULL,NULL
NZR2.00310CER043,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,60,340,27,lead-glaze,overall white,NULL,NULL
NZR2.00310CER046,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",75,35,200,18,lead-glaze,overall white,NULL,NULL
NZR2.00310CER047,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,25,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00310CER054,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,40,240,35,lead-glaze,overall white,NULL,NULL
NZR2.00310CER081,CER,redware,1800,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,75,NULL,152,50,lead-glaze,NULL,NULL,NULL
NZR2.00310CER083,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,460,80,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00310CER100,CER,redware,1775,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,300,60,inside lead-glaze,NULL,NULL,NULL
NZR2.00313CER001,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,100,NULL,65,30,lead-glaze,overall white,NULL,NULL
NZR2.00313CER032,CER,porcelain: famille rose,1750,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,20,220,30,"feldspar glaze, painted with enamel overglaze","enamelled, famille rose",chinese decor,NULL
NZR2.00313CER040,CER,porcelain: capucin,1675,1725,Food Processing & Consumption,Consumption: drinking,5,15,110,20,"feldspar, painted with blue underglaze",capuchin ware,floral motif,NULL
NZR2.00313CER042,CER,porcelain: China,1725,1775,Food Processing & Consumption,Consumption: drinking,15,40,120,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00313CER043,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,240,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00313CER044,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,35,180,20,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00313CER046,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,Consumption: drinking,20,100,80,65,feldspar glaze,overall white,NULL,NULL
NZR2.00313CER048,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,40,60,130,25,feldspar glaze,overall white,NULL,NULL
NZR2.00313CER053,CER,faience: Holland,1700,1800,Food Processing & Consumption,Consumption: drinking,40,100,65,35,tin-glaze,overall white,NULL,NULL
NZR2.00313CER054,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,15,10,130,25,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00313CER055,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,5,140,35,lead-glaze,transfer printing,floral motif,NULL
NZR2.00313CER056,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,35,40,130,30,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00313CER057,CER,industrial ware: white,1775,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,160,45,lead-glaze with blue underglaze,blue-white,geometric patterns,NULL
